Gas,n,mean,median,sd,IQR,min,max
CH4,504,1738.3963293650793,1734.9699999999998,74.74664162897082,88.55499999999984,1479,1901.24
N2O,424,321.3713066037736,320.60300000000007,9.151940462915018,14.502499999999998,299.19,338.73099999999994
